,GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
188,Doxia :: Core,org.apache.maven.doxia.index,IndexingSink,48,134,2,3,24,46,12,16,10,15
189,Doxia :: Core,org.apache.maven.doxia.index,IndexEntry,83,155,13,13,21,42,12,18,4,13
190,Doxia :: Core,org.apache.maven.doxia.document.io.xpp3,DocumentXpp3Reader,646,2651,111,221,123,543,97,104,16,19
191,Doxia :: Core,org.apache.maven.doxia.document.io.xpp3,DocumentXpp3Writer,74,1302,92,98,15,218,92,16,1,12
192,Doxia :: Core,org.apache.maven.doxia.util,ByLineReaderSource,34,68,5,7,12,23,5,8,2,5
193,Doxia :: Core,org.apache.maven.doxia.util,LineBreaker,171,0,20,0,52,0,20,0,9,0
194,Doxia :: Core,org.apache.maven.doxia.util,DoxiaUtils,48,360,8,86,13,55,7,52,1,11
195,Doxia :: Core,org.apache.maven.doxia.util,HtmlTools,22,809,9,60,5,99,9,41,0,14
196,Doxia :: Core,org.apache.maven.doxia.util,XmlValidator.MessagesErrorHandler,138,0,10,0,40,0,13,0,7,0
197,Doxia :: Core,org.apache.maven.doxia.util,XmlValidator,142,0,12,0,33,0,11,0,5,0
198,Doxia :: Core,org.apache.maven.doxia.macro.toc,TocMacro,34,213,8,22,4,53,8,11,0,4
199,Doxia :: Core,org.apache.maven.doxia.document,DocumentMeta,264,1419,165,119,33,273,139,66,4,59
200,Doxia :: Core,org.apache.maven.doxia.document,DocumentAuthor,131,774,100,62,6,144,82,34,1,34
201,Doxia :: Core,org.apache.maven.doxia.document,DocumentHyperlinkBehaviour,10,77,8,6,2,19,7,6,0,6
202,Doxia :: Core,org.apache.maven.doxia.document,DocumentTOC,31,174,16,14,8,37,17,10,3,9
203,Doxia :: Core,org.apache.maven.doxia.document,DocumentCover,131,651,84,54,16,123,69,32,2,30
204,Doxia :: Core,org.apache.maven.doxia.document,DocumentModel,26,236,25,19,1,50,21,15,0,14
205,Doxia :: Core,org.apache.maven.doxia.document,DocumentTOCItem,48,217,23,19,10,44,24,11,4,10
206,Doxia :: Core,org.apache.maven.doxia.document,DocumentTemplate,30,237,26,20,3,47,22,14,0,13
207,Doxia :: Core,org.apache.maven.doxia.document,DocumentStatistic,18,738,30,30,2,149,30,32,0,32
208,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
209,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
210,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
211,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
212,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
213,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
214,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
215,Doxia :: Core,org.apache.maven.doxia.markup,HtmlMarkup.new HTML.Tag() {...},0,5,0,0,0,2,0,2,0,2
