Complexity metrics,Sun, 24 Mar 2019 23:05:11 EDT
Method,ev(G),v(G)
"org.apache.commons.configuration2.CombinedConfiguration.registerListenerAt(Configuration)",1,2
"org.apache.commons.configuration2.CombinedConfiguration.removeConfiguration(Configuration)",3,3
"org.apache.commons.configuration2.CombinedConfiguration.removeConfiguration(String)",1,2
"org.apache.commons.configuration2.CombinedConfiguration.removeConfigurationAt(int)",1,2
"org.apache.commons.configuration2.CombinedConfiguration.setConversionExpressionEngine(ExpressionEngine)",1,1
"org.apache.commons.configuration2.CombinedConfiguration.setNodeCombiner(NodeCombiner)",2,2
"org.apache.commons.configuration2.CombinedConfiguration.unregisterListenerAt(Configuration)",1,2
"org.apache.commons.configuration2.CombinedConfiguration.unregisterListenerAtChildren()",1,3
"org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration()",1,1
"org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration(Collection<? extends Configuration>)",1,1
"org.apache.commons.configuration2.CompositeConfiguration.CompositeConfiguration(Configuration)",1,1
